Compound ID,Target,Assay (Percent degradation),DOI,DC50,Dmax,Assay (DC50/Dmax),PROTAC to Target
2089,BTK,,10.1038/s41467-020-17997-6,,,,
2090,BTK,,10.1038/s41467-020-17997-6,,,,
2091,BTK,,10.1038/s41467-020-17997-6,,,,
2092,BTK,,10.1038/s41467-020-17997-6,,,,
2093,BTK,,10.1038/s41467-020-17997-6,,,,
2094,FLT3,,10.1038/s41467-020-17997-6,,,,
2095,FLT3,,10.1038/s41467-020-17997-6,,,,
2096,FLT3,,10.1038/s41467-020-17997-6,,,,
2097,FKBP12 F36V,,10.1038/s41467-020-18377-w,,,,
2098,FKBP12 F36V,,10.1038/s41467-020-18377-w,,,,
2099,PARP1,,10.1080/14756366.2020.1804382,,,,
2100,PARP1,,10.1080/14756366.2020.1804382,5400,,Degradation of PARP1 in SW620 cells after 24 h treatment,
2101,PARP1,,10.1080/14756366.2020.1804382,6200,,Degradation of PARP1 in SW620 cells after 24 h treatment,
2102,AR,,10.1158/1535-7163.MCT-20-0417,2000,,Degradation of AR in 22Rv1 cells after 24 h treatment,
2102,AR-V7,,10.1158/1535-7163.MCT-20-0417,370,,Degradation of AR-V7 in 22Rv1 cells after 24 h treatment,
2103,LRRK2,,10.1002/cmdc.202000872,,N.D.,,
2104,LRRK2,,10.1002/cmdc.202000872,,N.D.,,
2105,LRRK2,,10.1002/cmdc.202000872,,N.D.,,
2106,LRRK2,,10.1002/cmdc.202000872,,N.D.,,
2107,LRRK2,,10.1002/cmdc.202000872,,N.D.,,
2108,LRRK2,,10.1002/cmdc.202000872,,N.D.,,
2109,LRRK2,,10.1002/cmdc.202000872,,N.D.,,
2110,HDAC1,,10.3390/molecules25214991,,,,
2110,HDAC8,,10.3390/molecules25214991,,,,
2110,HDAC6,,10.3390/molecules25214991,,,,
2111,HDAC1,,10.3390/molecules25214991,,,,
2111,HDAC8,,10.3390/molecules25214991,,,,
2111,HDAC6,,10.3390/molecules25214991,,,,
2112,HDAC8,,10.3390/molecules25214991,,,,
2112,HDAC6,,10.3390/molecules25214991,,,,
2112,HDAC1,,10.3390/molecules25214991,,,,
2113,FAK,>85/>85,10.1021/acsmedchemlett.0c00290,,,,% FAK degradation in PA-TU-8988T cells after 4 h treatment at 10/100 nM
2114,PTK2B,,10.1016/j.cell.2020.10.038,,,,
2114,FAK,70-84/>85,10.1021/acsmedchemlett.0c00290,,,,% FAK degradation in PA-TU-8988T cells after 4 h treatment at 10/100 nM
2114,AURKA,,10.1016/j.cell.2020.10.038,,,,
2114,Wee1,,10.1016/j.cell.2020.10.038,,,,
2114,CDK7,,10.1016/j.cell.2020.10.038,,,,
2114,RPS6KA3,,10.1016/j.cell.2020.10.038,,,,
2114,MAPK7,,10.1016/j.cell.2020.10.038,,,,
2114,CDK10,,10.1016/j.cell.2020.10.038,,,,
2114,RPS6KA1,,10.1016/j.cell.2020.10.038,,,,
2114,STK33,,10.1016/j.cell.2020.10.038,,,,
2115,FAK,>85/>85,10.1021/acsmedchemlett.0c00290,,,,% FAK degradation in PA-TU-8988T cells after 4 h treatment at 10/100 nM
2116,FAK,>85/>85,10.1021/acsmedchemlett.0c00290,,,,% FAK degradation in PA-TU-8988T cells after 4 h treatment at 10/100 nM
2116,STK33,,10.1016/j.cell.2020.10.038,,,,
2116,RPS6KA1,,10.1016/j.cell.2020.10.038,,,,
2116,PTK2B,,10.1016/j.cell.2020.10.038,,,,
2116,RPS6KA3,,10.1016/j.cell.2020.10.038,,,,
2116,Wee1,,10.1016/j.cell.2020.10.038,,,,
2116,NUAK1,,10.1016/j.cell.2020.10.038,,,,
2116,AURKA,,10.1016/j.cell.2020.10.038,,,,
2117,FAK,25-49/>85,10.1021/acsmedchemlett.0c00290,,,,% FAK degradation in PA-TU-8988T cells after 4 h treatment at 10/100 nM
2118,FAK,>85/>85,10.1021/acsmedchemlett.0c00290,,,,% FAK degradation in PA-TU-8988T cells after 4 h treatment at 10/100 nM
2119,ER,,10.1021/acsmedchemlett.0c00589,0.5,,Degradation of ERalpha in MCF-7 cells,
2120,ER,,10.1021/acsmedchemlett.0c00589,0.5,,Degradation of ERalpha in MCF-7 cells,
2121,ER,,10.1021/acsmedchemlett.0c00589,0.6,,Degradation of ERalpha in MCF-7 cells,
2122,ER,,10.1021/acsmedchemlett.0c00589,0.6,,Degradation of ERalpha in MCF-7 cells,
2123,ER,,10.1021/acsmedchemlett.0c00589,0.8,,Degradation of ERalpha in MCF-7 cells,
2124,ER,,10.1021/acsmedchemlett.0c00589,0.4,,Degradation of ERalpha in MCF-7 cells,
2125,ER,,10.1021/acsmedchemlett.0c00589,0.4,,Degradation of ERalpha in MCF-7 cells,
2126,ER,,10.1021/acsmedchemlett.0c00589,0.4,,Degradation of ERalpha in MCF-7 cells,
2127,ER,,10.1021/acsmedchemlett.0c00589,0.5,,Degradation of ERalpha in MCF-7 cells,
2128,ER,,10.1021/acsmedchemlett.0c00589,0.4,,Degradation of ERalpha in MCF-7 cells,
2129,ER,,10.1021/acsmedchemlett.0c00589,0.7,,Degradation of ERalpha in MCF-7 cells,
2130,ER,,10.1021/acsmedchemlett.0c00589,0.4,,Degradation of ERalpha in MCF-7 cells,
2131,SMARCA4,,10.1021/acsmedchemlett.0c00347,26,99,Degradation of SMARCA4 in A549 cells,
2131,SMARCA2,,10.1021/acsmedchemlett.0c00347,41,99,Degradation of SMARCA2 in A549 cells,
2132,SMARCA2,,10.1021/acsmedchemlett.0c00347,26,99,Degradation of SMARCA2 in A549 cells,
2132,SMARCA4,,10.1021/acsmedchemlett.0c00347,16,100,Degradation of SMARCA4 in A549 cells,
2133,SMARCA4,,10.1021/acsmedchemlett.0c00347,25,92,Degradation of SMARCA4 in A549 cells,
2133,SMARCA2,,10.1021/acsmedchemlett.0c00347,58,90,Degradation of SMARCA2 in A549 cells,
2134,SMARCA2,,10.1021/acsmedchemlett.0c00347,55,95,Degradation of SMARCA2 in A549 cells,
2134,SMARCA4,,10.1021/acsmedchemlett.0c00347,33,95,Degradation of SMARCA4 in A549 cells,
2135,GSK3A,,10.1016/j.cell.2020.10.038,,N.D.,,
2135,GSK-3beta,,10.1016/j.cell.2020.10.038,,N.D.,,
2136,GSK3A,,10.1016/j.cell.2020.10.038,,N.D.,,
2136,GSK-3beta,,10.1016/j.cell.2020.10.038,,N.D.,,
2137,AURKB,,10.1016/j.cell.2020.10.038,,,,
2137,BMP2K,,10.1016/j.cell.2020.10.038,,,,
2137,NEK9,,10.1016/j.cell.2020.10.038,,,,
2137,AAK1,,10.1016/j.cell.2020.10.038,,,,
2137,MAP4K2,,10.1016/j.cell.2020.10.038,,,,
2137,ITK,,10.1016/j.cell.2020.10.038,,,,
2137,CDK9,,10.1016/j.cell.2020.10.038,,,,
2137,GSK-3beta,,10.1016/j.cell.2020.10.038,,,,
2137,EPHB2,,10.1016/j.cell.2020.10.038,,,,
2137,PAK4,,10.1016/j.cell.2020.10.038,,,,
2137,LATS1,,10.1016/j.cell.2020.10.038,,,,
2137,STK17B,,10.1016/j.cell.2020.10.038,,,,
2137,AURKA,,10.1016/j.cell.2020.10.038,,,,
2137,PLK4,,10.1016/j.cell.2020.10.038,,,,
2138,PAK1,,10.1016/j.cell.2020.10.038,,N.D.,,
2139,CDK19,,10.1016/j.cell.2020.10.038,,N.D.,,
2139,CDK8,,10.1016/j.cell.2020.10.038,,N.D.,,
2140,ULK1,,10.1016/j.cell.2020.10.038,,,,
2140,GAK,,10.1016/j.cell.2020.10.038,,,,
2140,AURKA,,10.1016/j.cell.2020.10.038,,,,
2140,Wee1,,10.1016/j.cell.2020.10.038,,,,
2140,MARK3,,10.1016/j.cell.2020.10.038,,,,
2140,STK17B,,10.1016/j.cell.2020.10.038,,,,
2140,STK17A,,10.1016/j.cell.2020.10.038,,,,
2140,BMP2K,,10.1016/j.cell.2020.10.038,,,,
2140,SNRK,,10.1016/j.cell.2020.10.038,,,,
2140,SIK2,,10.1016/j.cell.2020.10.038,,,,
2140,MARK4,,10.1016/j.cell.2020.10.038,,,,
2140,AURKB,,10.1016/j.cell.2020.10.038,,,,
2140,MARK2,,10.1016/j.cell.2020.10.038,,,,
2140,AAK1,,10.1016/j.cell.2020.10.038,,,,
2140,CDK10,,10.1016/j.cell.2020.10.038,,,,
2140,CDK9,,10.1016/j.cell.2020.10.038,,,,
2141,SNRK,,10.1016/j.cell.2020.10.038,,,,
2141,Wee1,,10.1016/j.cell.2020.10.038,,,,
2141,MARK3,,10.1016/j.cell.2020.10.038,,,,
2141,RPS6KB1,,10.1016/j.cell.2020.10.038,,,,
2141,MARK2,,10.1016/j.cell.2020.10.038,,,,
2141,STK17B,,10.1016/j.cell.2020.10.038,,,,
2141,ULK1,,10.1016/j.cell.2020.10.038,,,,
2141,GAK,,10.1016/j.cell.2020.10.038,,,,
2141,MARK4,,10.1016/j.cell.2020.10.038,,,,
2141,AAK1,,10.1016/j.cell.2020.10.038,,,,
2141,SIK3,,10.1016/j.cell.2020.10.038,,,,
2141,STK17A,,10.1016/j.cell.2020.10.038,,,,
2141,SIK2,,10.1016/j.cell.2020.10.038,,,,
2142,ABL1,,10.1016/j.cell.2020.10.038,,N.D.,,
2143,CSK,,10.1016/j.cell.2020.10.038,,,,
2143,Wee1,,10.1016/j.cell.2020.10.038,,,,
2143,ABL2,,10.1016/j.cell.2020.10.038,,,,
2143,BLK,,10.1016/j.cell.2020.10.038,,,,
2144,ULK3,,10.1016/j.cell.2020.10.038,,,,
2144,BMP2K,,10.1016/j.cell.2020.10.038,,,,
2144,SIK2,,10.1016/j.cell.2020.10.038,,,,
2144,NEK9,,10.1016/j.cell.2020.10.038,,,,
2144,AAK1,,10.1016/j.cell.2020.10.038,,,,
2144,CDK4,,10.1016/j.cell.2020.10.038,,,,
2144,LCK,,10.1016/j.cell.2020.10.038,,,,
2144,STK17B,,10.1016/j.cell.2020.10.038,,,,
2144,ULK1,,10.1016/j.cell.2020.10.038,,,,
2144,PTK2B,,10.1016/j.cell.2020.10.038,,,,
2144,GAK,,10.1016/j.cell.2020.10.038,,,,
2144,CDK6,,10.1016/j.cell.2020.10.038,,,,
2144,LIMK2,,10.1016/j.cell.2020.10.038,,,,
2144,MAPK9,,10.1016/j.cell.2020.10.038,,,,
2144,CDK16,,10.1016/j.cell.2020.10.038,,,,
2144,MAPK8,,10.1016/j.cell.2020.10.038,,,,
2144,Wee1,,10.1016/j.cell.2020.10.038,,,,
2144,EIF2AK2,,10.1016/j.cell.2020.10.038,,,,
2144,FER,,10.1016/j.cell.2020.10.038,,,,
2144,AURKA,,10.1016/j.cell.2020.10.038,,,,
2144,PLK4,,10.1016/j.cell.2020.10.038,,,,
2144,MAP3K11,,10.1016/j.cell.2020.10.038,,,,
2144,CAMKK1,,10.1016/j.cell.2020.10.038,,,,
2144,STK17A,,10.1016/j.cell.2020.10.038,,,,
2145,ULK1,,10.1016/j.cell.2020.10.038,,,,
2145,LATS1,,10.1016/j.cell.2020.10.038,,,,
2145,LCK,,10.1016/j.cell.2020.10.038,,,,
2145,FYN,,10.1016/j.cell.2020.10.038,,,,
2145,YES1,,10.1016/j.cell.2020.10.038,,,,
2145,LYN,,10.1016/j.cell.2020.10.038,,,,
2145,CDK4,,10.1016/j.cell.2020.10.038,,,,
2145,Src,,10.1016/j.cell.2020.10.038,,,,
2145,FER,,10.1016/j.cell.2020.10.038,,,,
2145,CDK11B,,10.1016/j.cell.2020.10.038,,,,
2145,EPHA3,,10.1016/j.cell.2020.10.038,,,,
2145,Wee1,,10.1016/j.cell.2020.10.038,,,,
2145,TTK,,10.1016/j.cell.2020.10.038,,,,
2145,CSK,,10.1016/j.cell.2020.10.038,,,,
2145,TEC,,10.1016/j.cell.2020.10.038,,,,
2145,ABL2,,10.1016/j.cell.2020.10.038,,,,
2145,MAPK8,,10.1016/j.cell.2020.10.038,,,,
2145,MAPK9,,10.1016/j.cell.2020.10.038,,,,
2145,MAPKAPK2,,10.1016/j.cell.2020.10.038,,,,
2145,BLK,,10.1016/j.cell.2020.10.038,,,,
2145,RPS6KA3,,10.1016/j.cell.2020.10.038,,,,
2145,PLK1,,10.1016/j.cell.2020.10.038,,,,
2145,LIMK1,,10.1016/j.cell.2020.10.038,,,,
2145,LIMK2,,10.1016/j.cell.2020.10.038,,,,
2145,MAPK12,,10.1016/j.cell.2020.10.038,,,,
2145,EPHB3,,10.1016/j.cell.2020.10.038,,,,
2145,FAK,,10.1016/j.cell.2020.10.038,,,,
2145,TNK2,,10.1016/j.cell.2020.10.038,,,,
2145,MAP4K2,,10.1016/j.cell.2020.10.038,,,,
2145,MAP3K1,,10.1016/j.cell.2020.10.038,,,,
2145,RIPK1,,10.1016/j.cell.2020.10.038,,,,
2145,PTK2B,,10.1016/j.cell.2020.10.038,,,,
2145,RPS6KA1,,10.1016/j.cell.2020.10.038,,,,
2145,p38beta,,10.1016/j.cell.2020.10.038,,,,
2145,p38alpha,,10.1016/j.cell.2020.10.038,,,,
2145,MAP3K11,,10.1016/j.cell.2020.10.038,,,,
2145,DDR2,,10.1016/j.cell.2020.10.038,,,,
2145,LRRK2,,10.1016/j.cell.2020.10.038,,,,
2145,UHMK1,,10.1016/j.cell.2020.10.038,,,,
2145,MAP4K1,,10.1016/j.cell.2020.10.038,,,,
2145,SIK2,,10.1016/j.cell.2020.10.038,,,,
2145,MKNK2,,10.1016/j.cell.2020.10.038,,,,
2145,MAP3K20,,10.1016/j.cell.2020.10.038,,,,
2145,NLK,,10.1016/j.cell.2020.10.038,,,,
2145,TAOK2,,10.1016/j.cell.2020.10.038,,,,
2145,CDK11A,,10.1016/j.cell.2020.10.038,,,,
2145,MAP4K5,,10.1016/j.cell.2020.10.038,,,,
2145,AURKA,,10.1016/j.cell.2020.10.038,,,,
2145,GAK,,10.1016/j.cell.2020.10.038,,,,
2145,EPHB6,,10.1016/j.cell.2020.10.038,,,,
2145,RIPK2,,10.1016/j.cell.2020.10.038,,,,
2145,BUB1,,10.1016/j.cell.2020.10.038,,,,
2146,SIK2,,10.1016/j.cell.2020.10.038,,,,
2146,MKNK2,,10.1016/j.cell.2020.10.038,,,,
2146,LCK,,10.1016/j.cell.2020.10.038,,,,
2146,YES1,,10.1016/j.cell.2020.10.038,,,,
2146,CDK4,,10.1016/j.cell.2020.10.038,,,,
2146,Src,,10.1016/j.cell.2020.10.038,,,,
2146,FER,,10.1016/j.cell.2020.10.038,,,,
2146,CSK,,10.1016/j.cell.2020.10.038,,,,
2146,MAPK8,,10.1016/j.cell.2020.10.038,,,,
2146,MAPK9,,10.1016/j.cell.2020.10.038,,,,
2146,CLK1,,10.1016/j.cell.2020.10.038,,,,
2146,BLK,,10.1016/j.cell.2020.10.038,,,,
2146,PLK1,,10.1016/j.cell.2020.10.038,,,,
2146,LIMK1,,10.1016/j.cell.2020.10.038,,,,
2146,TNK2,,10.1016/j.cell.2020.10.038,,,,
2146,PTK2B,,10.1016/j.cell.2020.10.038,,,,
2146,UHMK1,,10.1016/j.cell.2020.10.038,,,,
2147,MAPK9,,10.1016/j.cell.2020.10.038,,,,
2147,MAPKAPK2,,10.1016/j.cell.2020.10.038,,,,
2147,BLK,,10.1016/j.cell.2020.10.038,,,,
2147,RPS6KA3,,10.1016/j.cell.2020.10.038,,,,
2147,LIMK1,,10.1016/j.cell.2020.10.038,,,,
2147,TNK2,,10.1016/j.cell.2020.10.038,,,,
2147,MAP3K1,,10.1016/j.cell.2020.10.038,,,,
2147,PTK2B,,10.1016/j.cell.2020.10.038,,,,
2147,RPS6KA1,,10.1016/j.cell.2020.10.038,,,,
2147,p38alpha,,10.1016/j.cell.2020.10.038,,,,
2147,MAP3K11,,10.1016/j.cell.2020.10.038,,,,
2147,PDIK1L,,10.1016/j.cell.2020.10.038,,,,
2147,UHMK1,,10.1016/j.cell.2020.10.038,,,,
2147,MAP4K1,,10.1016/j.cell.2020.10.038,,,,
2147,SIK2,,10.1016/j.cell.2020.10.038,,,,
2147,MAP3K20,,10.1016/j.cell.2020.10.038,,,,
2147,MKNK2,,10.1016/j.cell.2020.10.038,,,,
2147,GAK,,10.1016/j.cell.2020.10.038,,,,
2147,EPHB6,,10.1016/j.cell.2020.10.038,,,,
2147,BUB1,,10.1016/j.cell.2020.10.038,,,,
2147,ULK1,,10.1016/j.cell.2020.10.038,,,,
2147,PAK4,,10.1016/j.cell.2020.10.038,,,,
2147,ABL1,,10.1016/j.cell.2020.10.038,,,,
2147,LCK,,10.1016/j.cell.2020.10.038,,,,
2147,FYN,,10.1016/j.cell.2020.10.038,,,,
2147,YES1,,10.1016/j.cell.2020.10.038,,,,
2147,CDK4,,10.1016/j.cell.2020.10.038,,,,
2147,Src,,10.1016/j.cell.2020.10.038,,,,
2147,FER,,10.1016/j.cell.2020.10.038,,,,
2147,CDK11B,,10.1016/j.cell.2020.10.038,,,,
2147,CSK,,10.1016/j.cell.2020.10.038,,,,
2147,ABL2,,10.1016/j.cell.2020.10.038,,,,
2147,MAPK8,,10.1016/j.cell.2020.10.038,,,,
2148,SIK2,,10.1016/j.cell.2020.10.038,,,,
2148,MAP3K20,,10.1016/j.cell.2020.10.038,,,,
2148,MKNK2,,10.1016/j.cell.2020.10.038,,,,
2148,p38alpha,,10.1016/j.cell.2020.10.038,,,,
2148,PTK2B,,10.1016/j.cell.2020.10.038,,,,
2148,MAP4K2,,10.1016/j.cell.2020.10.038,,,,
2148,TNK2,,10.1016/j.cell.2020.10.038,,,,
2148,LIMK2,,10.1016/j.cell.2020.10.038,,,,
2148,BLK,,10.1016/j.cell.2020.10.038,,,,
2148,MAPK9,,10.1016/j.cell.2020.10.038,,,,
2148,ABL2,,10.1016/j.cell.2020.10.038,,,,
2148,CSK,,10.1016/j.cell.2020.10.038,,,,
2148,FER,,10.1016/j.cell.2020.10.038,,,,
2148,Src,,10.1016/j.cell.2020.10.038,,,,
2148,CDK4,,10.1016/j.cell.2020.10.038,,,,
2148,LCK,,10.1016/j.cell.2020.10.038,,,,
2148,GAK,,10.1016/j.cell.2020.10.038,,,,
2149,GAK,,10.1016/j.cell.2020.10.038,,,,
2149,MAPK7,,10.1016/j.cell.2020.10.038,,,,
2149,RIPK1,,10.1016/j.cell.2020.10.038,,,,
2149,PTK2B,,10.1016/j.cell.2020.10.038,,,,
2149,RPS6KA1,,10.1016/j.cell.2020.10.038,,,,
2149,p38alpha,,10.1016/j.cell.2020.10.038,,,,
2149,MAPKAPK3,,10.1016/j.cell.2020.10.038,,,,
2149,MAP4K3,,10.1016/j.cell.2020.10.038,,,,
2149,PDIK1L,,10.1016/j.cell.2020.10.038,,,,
2149,STK35,,10.1016/j.cell.2020.10.038,,,,
2149,MAP4K1,,10.1016/j.cell.2020.10.038,,,,
2149,SIK2,,10.1016/j.cell.2020.10.038,,,,
2149,MAP3K20,,10.1016/j.cell.2020.10.038,,,,
2149,NLK,,10.1016/j.cell.2020.10.038,,,,
2149,SIK3,,10.1016/j.cell.2020.10.038,,,,
2149,MAP4K5,,10.1016/j.cell.2020.10.038,,,,
2149,MAP4K2,,10.1016/j.cell.2020.10.038,,,,
2149,TNK2,,10.1016/j.cell.2020.10.038,,,,
2149,LIMK1,,10.1016/j.cell.2020.10.038,,,,
2149,RPS6KA3,,10.1016/j.cell.2020.10.038,,,,
2149,BLK,,10.1016/j.cell.2020.10.038,,,,
2149,MAPKAPK2,,10.1016/j.cell.2020.10.038,,,,
2149,MAPK9,,10.1016/j.cell.2020.10.038,,,,
2149,MAPK8,,10.1016/j.cell.2020.10.038,,,,
2149,ABL2,,10.1016/j.cell.2020.10.038,,,,
2149,CSK,,10.1016/j.cell.2020.10.038,,,,
2149,EPHA3,,10.1016/j.cell.2020.10.038,,,,
2149,CDK11B,,10.1016/j.cell.2020.10.038,,,,
2149,FER,,10.1016/j.cell.2020.10.038,,,,
2149,CDK4,,10.1016/j.cell.2020.10.038,,,,
2149,ABL1,,10.1016/j.cell.2020.10.038,,,,
2149,ULK1,,10.1016/j.cell.2020.10.038,,,,
2150,STK35,,10.1016/j.cell.2020.10.038,,,,
2150,CIT,,10.1016/j.cell.2020.10.038,,,,
2150,GAK,,10.1016/j.cell.2020.10.038,,,,
2150,MAP3K7,,10.1016/j.cell.2020.10.038,,,,
2150,ULK1,,10.1016/j.cell.2020.10.038,,,,
2150,ABL1,,10.1016/j.cell.2020.10.038,,,,
2150,LCK,,10.1016/j.cell.2020.10.038,,,,
2150,CDK4,,10.1016/j.cell.2020.10.038,,,,
2150,EPHA3,,10.1016/j.cell.2020.10.038,,,,
2150,CSK,,10.1016/j.cell.2020.10.038,,,,
2150,ABL2,,10.1016/j.cell.2020.10.038,,,,
2150,MAPK9,,10.1016/j.cell.2020.10.038,,,,
2150,MAP4K5,,10.1016/j.cell.2020.10.038,,,,
2150,TAOK2,,10.1016/j.cell.2020.10.038,,,,
2150,MAP3K20,,10.1016/j.cell.2020.10.038,,,,
2150,SIK2,,10.1016/j.cell.2020.10.038,,,,
2150,MAP4K1,,10.1016/j.cell.2020.10.038,,,,
2150,PDIK1L,,10.1016/j.cell.2020.10.038,,,,
2150,MAPKAPK3,,10.1016/j.cell.2020.10.038,,,,
2150,p38alpha,,10.1016/j.cell.2020.10.038,,,,
2150,MAPKAPK2,,10.1016/j.cell.2020.10.038,,,,
2150,RPS6KA1,,10.1016/j.cell.2020.10.038,,,,
2150,PTK2B,,10.1016/j.cell.2020.10.038,,,,
2150,FER,,10.1016/j.cell.2020.10.038,,,,
2150,RIPK1,,10.1016/j.cell.2020.10.038,,,,
2150,MAPK7,,10.1016/j.cell.2020.10.038,,,,
2150,MAP4K2,,10.1016/j.cell.2020.10.038,,,,
2150,TNK2,,10.1016/j.cell.2020.10.038,,,,
2150,LIMK2,,10.1016/j.cell.2020.10.038,,,,
2150,BLK,,10.1016/j.cell.2020.10.038,,,,
2150,CDK11B,,10.1016/j.cell.2020.10.038,,,,
2151,CDK4,,10.1016/j.cell.2020.10.038,,,,
2151,STK17A,,10.1016/j.cell.2020.10.038,,,,
2151,BUB1,,10.1016/j.cell.2020.10.038,,,,
2151,SIK2,,10.1016/j.cell.2020.10.038,,,,
2151,UHMK1,,10.1016/j.cell.2020.10.038,,,,
2151,TNK2,,10.1016/j.cell.2020.10.038,,,,
2151,LIMK2,,10.1016/j.cell.2020.10.038,,,,
2151,BLK,,10.1016/j.cell.2020.10.038,,,,
2151,TEC,,10.1016/j.cell.2020.10.038,,,,
2152,p38alpha,,10.1016/j.cell.2020.10.038,,,,
2153,PLK1,,10.1016/j.cell.2020.10.038,,,,
2153,BCKDK,,10.1016/j.cell.2020.10.038,,,,
2153,AURKA,,10.1016/j.cell.2020.10.038,,,,
2153,CDK1,,10.1016/j.cell.2020.10.038,,,,
2153,CDK4,,10.1016/j.cell.2020.10.038,,,,
2153,EIF2AK2,,10.1016/j.cell.2020.10.038,,,,
2153,CDK2,,10.1016/j.cell.2020.10.038,,,,
2153,CSK,,10.1016/j.cell.2020.10.038,,,,
2153,LIMK1,,10.1016/j.cell.2020.10.038,,,,
2153,LIMK2,,10.1016/j.cell.2020.10.038,,,,
2153,CDK6,,10.1016/j.cell.2020.10.038,,,,
2153,CDK16,,10.1016/j.cell.2020.10.038,,,,
2153,CDK17,,10.1016/j.cell.2020.10.038,,,,
2153,PDK1,,10.1016/j.cell.2020.10.038,,,,
2153,PDK2,,10.1016/j.cell.2020.10.038,,,,
2153,PDK3,,10.1016/j.cell.2020.10.038,,,,
2153,COQ8A,,10.1016/j.cell.2020.10.038,,,,
2153,COQ8B,,10.1016/j.cell.2020.10.038,,,,
2153,TESK2,,10.1016/j.cell.2020.10.038,,,,
2153,MAP3K20,,10.1016/j.cell.2020.10.038,,,,
2153,NLK,,10.1016/j.cell.2020.10.038,,,,
2154,PDK2,,10.1016/j.cell.2020.10.038,,,,
2154,PDK1,,10.1016/j.cell.2020.10.038,,,,
2154,LIMK1,,10.1016/j.cell.2020.10.038,,,,
2154,BCKDK,,10.1016/j.cell.2020.10.038,,,,
2154,COQ8A,,10.1016/j.cell.2020.10.038,,,,
2154,PDK3,,10.1016/j.cell.2020.10.038,,,,
2155,Src,,10.1016/j.cell.2020.10.038,,,,
2155,CSK,,10.1016/j.cell.2020.10.038,,,,
2155,TEC,,10.1016/j.cell.2020.10.038,,,,
2155,BLK,,10.1016/j.cell.2020.10.038,,,,
2155,LCK,,10.1016/j.cell.2020.10.038,,,,
2155,FYN,,10.1016/j.cell.2020.10.038,,,,
2155,ABL2,,10.1016/j.cell.2020.10.038,,,,
2156,LIMK1,,10.1016/j.cell.2020.10.038,,,,
2156,CDK17,,10.1016/j.cell.2020.10.038,,,,
2156,LIMK2,,10.1016/j.cell.2020.10.038,,,,
2157,c-KIT,,10.1016/j.cell.2020.10.038,,N.D.,,
2158,MAP2K5,,10.1016/j.cell.2020.10.038,,,,
2158,CSK,,10.1016/j.cell.2020.10.038,,,,
2158,MAP3K20,,10.1016/j.cell.2020.10.038,,,,
2158,LCK,,10.1016/j.cell.2020.10.038,,,,
2158,LIMK2,,10.1016/j.cell.2020.10.038,,,,
2158,BLK,,10.1016/j.cell.2020.10.038,,,,
2159,SGK3,,10.1016/j.cell.2020.10.038,,,,
2159,PIK3CG,,10.1016/j.cell.2020.10.038,,,,
2159,CLK1,,10.1016/j.cell.2020.10.038,,,,
2159,GSK3A,,10.1016/j.cell.2020.10.038,,,,
2159,GSK-3beta,,10.1016/j.cell.2020.10.038,,,,
2159,CDK9,,10.1016/j.cell.2020.10.038,,,,
2159,CDK11A,,10.1016/j.cell.2020.10.038,,,,
2160,CSK,,10.1016/j.cell.2020.10.038,,,,
2160,BLK,,10.1016/j.cell.2020.10.038,,,,
2161,PTK6,,10.1016/j.cell.2020.10.038,,,,
2161,CDC7,,10.1016/j.cell.2020.10.038,,,,
2161,PLK4,,10.1016/j.cell.2020.10.038,,,,
2161,CHEK1,,10.1016/j.cell.2020.10.038,,,,
2161,AURKA,,10.1016/j.cell.2020.10.038,,,,
2161,GAK,,10.1016/j.cell.2020.10.038,,,,
2161,BUB1B,,10.1016/j.cell.2020.10.038,,,,
2161,ULK1,,10.1016/j.cell.2020.10.038,,,,
2161,RPS6KA4,,10.1016/j.cell.2020.10.038,,,,
2161,CDK1,,10.1016/j.cell.2020.10.038,,,,
2161,FGFR1,,10.1016/j.cell.2020.10.038,,,,
2161,CDK4,,10.1016/j.cell.2020.10.038,,,,
2161,FER,,10.1016/j.cell.2020.10.038,,,,
2161,EPHA1,,10.1016/j.cell.2020.10.038,,,,
2161,CDK2,,10.1016/j.cell.2020.10.038,,,,
2161,Wee1,,10.1016/j.cell.2020.10.038,,,,
2161,ABL2,,10.1016/j.cell.2020.10.038,,,,
2161,CSNK1D,,10.1016/j.cell.2020.10.038,,,,
2161,CDK7,,10.1016/j.cell.2020.10.038,,,,
2161,CDK9,,10.1016/j.cell.2020.10.038,,,,
2161,LIMK2,,10.1016/j.cell.2020.10.038,,,,
2161,CDK6,,10.1016/j.cell.2020.10.038,,,,
2161,FAK,,10.1016/j.cell.2020.10.038,,,,
2161,TNK2,,10.1016/j.cell.2020.10.038,,,,
2161,ITK,,10.1016/j.cell.2020.10.038,,,,
2161,MAP4K2,,10.1016/j.cell.2020.10.038,,,,
2161,PRKAA1,,10.1016/j.cell.2020.10.038,,,,
2161,MAPK7,,10.1016/j.cell.2020.10.038,,,,
2161,MAP4K3,,10.1016/j.cell.2020.10.038,,,,
2161,UHMK1,,10.1016/j.cell.2020.10.038,,,,
2161,STK35,,10.1016/j.cell.2020.10.038,,,,
2161,AURKB,,10.1016/j.cell.2020.10.038,,,,
2161,MARK4,,10.1016/j.cell.2020.10.038,,,,
2161,SIK2,,10.1016/j.cell.2020.10.038,,,,
2161,IRAK4,,10.1016/j.cell.2020.10.038,,,,
